,title,author,num_reviews,num_ratings,avg_rating,num_pages,publish_year,first_published,series,genres,awards,places,url
247,Way of the Wolf,E.E. Knight,256,4501,3.87,382,2003,2001,1,"Fantasy,Science Fiction,Paranormal > Vampires",Compton Crook Award (2004),,https://www.goodreads.com/book/show/282284.Way_of_the_Wolf
248,Polgara the Sorceress,David Eddings,381,27945,4.1,754,1998,1997,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",British Fantasy Award Nominee for Best Novel (1998),,https://www.goodreads.com/book/show/18884.Polgara_the_Sorceress
249,Age of Myth,Michael J. Sullivan,2828,28584,4.23,432,2016,,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",Goodreads Choice Award Nominee for Fantasy (2016),,https://www.goodreads.com/book/show/26863057-age-of-myth
250,The Knight,Gene Wolfe,309,4610,3.74,544,2010,2004,1,"Fantasy,Fiction,Science Fiction Fantasy",Nebula Award Nominee for Best Novel (2004),,https://www.goodreads.com/book/show/60212.The_Knight
251,The River Wall,Randall Garrett,13,423,4.3,275,1986,1986,1,"Fantasy,Fiction,Science Fiction",,,https://www.goodreads.com/book/show/394969.The_River_Wall
252,The Legend of Nightfall,Mickey Zucker Reichert,68,2357,4.03,496,1993,,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/129020.The_Legend_of_Nightfall
253,Chrzest ognia,Andrzej Sapkowski,3157,72739,4.28,336,1996,,1,"Fantasy,Fiction,European Literature > Polish Literature",,,https://www.goodreads.com/book/show/1876770.Chrzest_ognia
254,Debt of Bones,Terry Goodkind,634,28774,3.86,160,2004,1998,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,"Coney Crossing,D'Hara,The Midlands,",https://www.goodreads.com/book/show/43886.Debt_of_Bones
255,A Shadow on the Glass,Ian Irvine,177,3365,3.76,654,2001,1998,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/395727.A_Shadow_on_the_Glass
256,Tanequil,Terry Brooks,159,12281,3.99,357,2005,2004,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/15552.Tanequil
257,The Elric Saga Part I,Michael Moorcock,137,4416,4.1,374,1983,,1,"Fantasy,Fiction,Science Fiction Fantasy",,,https://www.goodreads.com/book/show/60132.The_Elric_Saga_Part_I
258,Medalon,Jennifer Fallon,197,5808,3.88,512,2004,2000,1,"Fantasy,Fantasy > High Fantasy,Fiction",,,https://www.goodreads.com/book/show/249633.Medalon
259,Flesh and Spirit,Carol Berg,250,3260,3.88,408,2007,2007,1,"Fantasy,Fiction,Fantasy > High Fantasy",Mythopoeic Fantasy Award for Adult Literature (2009),,https://www.goodreads.com/book/show/437790.Flesh_and_Spirit
260,Quest for Lost Heroes,David Gemmell,178,9051,4.1,291,1995,1990,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/568095.Quest_for_Lost_Heroes
261,The Woman Who Rides Like a Man,Tamora Pierce,1705,82124,4.13,284,2005,1986,1,"Fantasy,Young Adult,Fiction",Margaret A. Edwards Award (2013),Tortall,https://www.goodreads.com/book/show/13830.The_Woman_Who_Rides_Like_a_Man
262,The Moon Coin,Richard Due,89,250,4.17,297,2011,2011,1,"Fantasy,Young Adult,Childrens",Moonbeam Children's Book Award for Pre-Teen Fiction: Fantasy (Gold Medal) (2012),,https://www.goodreads.com/book/show/12596125-the-moon-coin
263,Breath and Bone,Carol Berg,160,2599,4.17,449,2008,,1,"Fantasy,Fiction,Fantasy > Epic Fantasy","Mythopoeic Fantasy Award for Adult Literature (2009), Colorado Book Award for Genre Fiction (2009)",,https://www.goodreads.com/book/show/1140216.Breath_and_Bone
264,"Titans, Humans, And The Beasts",Cristina M. Sburlea,11,42,4.33,351,2014,2013,1,,,"Earth,Underworld,Realm of the Middle World,",https://www.goodreads.com/book/show/20579961-titans-humans-and-the-beasts
265,Dream of a Vast Blue Cavern,Selah J. Tay-Song,21,41,4.49,398,2012,,1,"Fantasy,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/17292810-dream-of-a-vast-blue-cavern
266,El despertar de Antaros,Néstor Bardisa,8,31,4.77,386,2013,,0,Fantasy,,,https://www.goodreads.com/book/show/18709684-el-despertar-de-antaros
267,The White Forest,Aviya Carmen,13,16,4.56,254,2018,2017,1,,,,https://www.goodreads.com/book/show/39691001-the-white-forest
268,Di undici foglie,Dino Olivieri,7,52,4.17,304,2015,,0,,,,https://www.goodreads.com/book/show/29345928-di-undici-foglie
269,The Violet Mage,Amelia Love,4,5,4.6,240,2021,,0,Fantasy,,,https://www.goodreads.com/book/show/57798838-the-violet-mage
270,A Kingdom Forgotten,Charles W. McDonald Jr.,10,26,3.92,,,2016,1,,,,https://www.goodreads.com/book/show/36145538-a-kingdom-forgotten
271,The Noble Ones,Daniel Patrick Tinsley,17,40,3.6,277,2011,,0,"Fantasy,Magical Realism,Fiction",,,https://www.goodreads.com/book/show/10813715-the-noble-ones
272,The Blood Prince,Jeff Wilson,12,190,3.87,40,2014,,1,"Fantasy,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/24109985-the-blood-prince
273,The Black River Chronicles: Level One,David Tallerman,38,432,4.01,296,2016,,1,"Fantasy,Young Adult,Fantasy > Magic",,,https://www.goodreads.com/book/show/32327701-the-black-river-chronicles
274,The Tempest,William Shakespeare,4716,186750,3.8,218,2004,1611,0,"Classics,Plays,Drama",,"Dunfermline Abbey, Fife, Scotland,Scotland",https://www.goodreads.com/book/show/12985.The_Tempest
275,Gray Hawk of Terrapin,Moss Whelan,20,40,4.33,312,2018,,0,,,,https://www.goodreads.com/book/show/36219542-gray-hawk-of-terrapin
276,Stiger's Tigers,Marc Alan Edelheit,327,3568,4.23,310,2015,2015,1,"Fantasy,Historical > Historical Fiction,Fiction",,,https://www.goodreads.com/book/show/25959041-stiger-s-tigers
277,I Am Lilith,Melanie Dufty,34,49,4.45,,2020,,0,"Fantasy,Fiction,Religion > Goddess",,,https://www.goodreads.com/book/show/55677811-i-am-lilith
278,Lioness Rampant,Tamora Pierce,1777,92100,4.22,384,2005,1988,1,"Fantasy,Young Adult,Fiction",Margaret A. Edwards Award (2013),Tortall,https://www.goodreads.com/book/show/13837.Lioness_Rampant
279,The Reach Between Worlds,Cameron M. Hayden,47,381,3.93,400,2017,2016,1,"Fantasy,Young Adult,Fantasy > Magic",,,https://www.goodreads.com/book/show/36390016-the-reach-between-worlds
280,The Story of the Stone,Barry Hughart,205,2788,4.13,289,1989,1988,1,"Fantasy,Fiction,Mystery",,,https://www.goodreads.com/book/show/77207.The_Story_of_the_Stone
281,The Highwayman,R.A. Salvatore,126,4068,3.99,405,2005,2004,1,"Fantasy,Fiction,Fantasy > Epic Fantasy",,,https://www.goodreads.com/book/show/116378.The_Highwayman
282,سلسلة سلام (2) - رواية قناع الشيطان,م.سارة أحمد,27,42,4.52,655,2020,,0,,,,https://www.goodreads.com/book/show/52832587-2--
283,سلسلة سلام (3) - رواية سيد البارقة,م.سارة أحمد,23,31,5.0,605,2021,,0,,,,https://www.goodreads.com/book/show/57669236-3--
284,Hawkmoon,Michael Moorcock,28,1876,3.96,502,1996,1992,1,"Fantasy,Fiction,Science Fiction",,,https://www.goodreads.com/book/show/123690.Hawkmoon
285,From the Embers,Candace Knoebel,16,159,4.13,406,2014,2014,1,"Fantasy,Fantasy > Dragons,Fantasy > Paranormal",,,https://www.goodreads.com/book/show/16034400-from-the-embers
286,The Summoner,Gail Z. Martin,491,11681,3.73,637,2007,2007,1,"Fantasy,Fiction,Fantasy > Magic",,,https://www.goodreads.com/book/show/321353.The_Summoner
287,The Land: Forging,Aleron Kong,408,13072,4.34,382,2016,,1,"Fantasy,Fiction,Fantasy > Magic",,,https://www.goodreads.com/book/show/34234675-the-land
288,The Land: Alliances,Aleron Kong,324,11722,4.34,641,2016,,1,"Fantasy,Fiction,Fantasy > Magic",,,https://www.goodreads.com/book/show/34234687-the-land
289,Timeless Fate: Love Adventure Through the Ages,Nenad Almaj,3,17,4.71,,2021,,0,"Fantasy,Fantasy > Mythology,Science Fiction > Time Travel",,,https://www.goodreads.com/book/show/58541920-timeless-fate
290,The House of Hades,Rick Riordan,16554,315649,4.51,597,2013,,1,"Fantasy,Fantasy > Mythology,Young Adult",Goodreads Choice Award for Middle Grade & Children's (2013),"Rome,Venice,Split,,,",https://www.goodreads.com/book/show/12127810-the-house-of-hades
291,Pyramids,Terry Pratchett,2133,79806,3.89,341,2008,1989,1,"Fantasy,Fiction,Humor",British Science Fiction Association Award for Novel (1989),"Discworld,Djelibeybi,Ankh-Morpork",https://www.goodreads.com/book/show/64217.Pyramids
292,Trail of Pyres,L. James Rice,11,40,4.58,716,2019,,1,Fantasy,,,https://www.goodreads.com/book/show/46018206-trail-of-pyres
293,Jirel of Joiry,C.L. Moore,117,1169,3.74,212,1982,1934,0,"Fantasy,Heroic Fantasy > Sword and Sorcery,Fiction",,Joiry,https://www.goodreads.com/book/show/941226.Jirel_of_Joiry
294,Lady of Light and Shadows,C.L. Wilson,694,12860,4.27,386,2007,2007,1,"Fantasy,Romance,Romance > Fantasy Romance",Gayle Wilson Award of Excellence for Paranormal and Fantasy (2008),,https://www.goodreads.com/book/show/1651313.Lady_of_Light_and_Shadows
295,"The Malloreon, Vol. 2: Sorceress of Darshiva / The Seeress of Kell",David Eddings,66,5635,4.36,528,2005,,1,"Fantasy,Fiction,Fantasy > High Fantasy",,,https://www.goodreads.com/book/show/18882.The_Malloreon_Vol_2
296,The War of the Lance,Margaret Weis,17,4750,3.9,343,1992,1992,1,"Fantasy,Dungeons and Dragons > Dragonlance,Fiction",,,https://www.goodreads.com/book/show/279585.The_War_of_the_Lance
297,Seraphina,Rachel Hartman,8350,89349,3.92,499,2013,2012,1,"Fantasy,Young Adult,Fantasy > Dragons","Locus Award Nominee for Best First Novel (2013), Sunburst Award for Young Adult (2013), William C. Morris YA Debut Award (2013), Rhode Island Teen Book Award Nominee (2014), Milwaukee County Teen Book Award Nominee (2013) ...more",,https://www.goodreads.com/book/show/19549841-seraphina
298,Shapechanger's Song,Jennifer Roberson,48,1381,3.93,621,2001,,1,"Fantasy,Fiction,Science Fiction Fantasy",,,https://www.goodreads.com/book/show/513253.Shapechanger_s_Song
299,Eight Skilled Gentlemen,Barry Hughart,147,1978,4.04,264,2001,1990,1,"Fantasy,Mystery,Fiction",Locus Award Nominee for Best Fantasy Novel (1992),,https://www.goodreads.com/book/show/77206.Eight_Skilled_Gentlemen
